County Code,Perm ID,Facility Name,Building #,Building Name,Building Status,SPC Rating,2007 Hazus Score (%),2010 Hazus Score (%),NPC Rating,Location 1,Count
13 - Imperial,10192,Pioneers Memorial Healthcare District,BLD-02892,Link between 05B and 01A,In Service,5,,,2,"Brawley
(32.9581223, -115.5538635)",1
13 - Imperial,10192,Pioneers Memorial Healthcare District,BLD-02893,Link between 05B and 05C,In Service,5,,,2,"Brawley
(32.9581223, -115.5538635)",1
13 - Imperial,10192,Pioneers Memorial Healthcare District,BLD-05909,Surgery Addition,Proposed,5s,,,NYA,"Brawley
(32.9581223, -115.5538635)",1
14 - Inyo,10200,Northern Inyo Hospital,BLD-00775,Main Hosp Bldg/Existing Central Plant,In Service,1,,,2,"Bishop
(37.3621216, -118.4059296)",1
14 - Inyo,10200,Northern Inyo Hospital,BLD-00776,ICU Addition,In Service,5s,,,2,"Bishop
(37.3621216, -118.4059296)",1
14 - Inyo,10200,Northern Inyo Hospital,BLD-00777,Central Plant Addition,In Service,5s,,,2,"Bishop
(37.3621216, -118.4059296)",1
14 - Inyo,10200,Northern Inyo Hospital,BLD-00778,Emergency Generator Building,In Service,5,,,2,"Bishop
(37.3621216, -118.4059296)",1
14 - Inyo,10200,Northern Inyo Hospital,BLD-02922,New Hospital Building,In Service,5s,,,NYA,"Bishop
(37.3621216, -118.4059296)",1
14 - Inyo,10200,Northern Inyo Hospital,BLD-05321,New Central Plant Building,In Service,5s,,,NYA,"Bishop
(37.3621216, -118.4059296)",1
14 - Inyo,10202,Southern Inyo Hospital,BLD-00779,Main Hospital Building,In Service,2,,1.02,2,"Lone Pine
(36.6084147, -118.058331)",1
14 - Inyo,10202,Southern Inyo Hospital,BLD-00780,Maintenance Building,In Service,2,,0.77,2,"Lone Pine
(36.6084147, -118.058331)",1
14 - Inyo,10202,Southern Inyo Hospital,BLD-00781,Entrance Addition,Not an Independent Building,N/A,,,N/A,"Lone Pine
(36.6084147, -118.058331)",1
14 - Inyo,10202,Southern Inyo Hospital,BLD-00782,East Wing Addition,In Service,2,,1.07,2,"Lone Pine
(36.6084147, -118.058331)",1
14 - Inyo,10202,Southern Inyo Hospital,BLD-00783,West Wing Addition,Not an Independent Building,N/A,,,N/A,"Lone Pine
(36.6084147, -118.058331)",1
14 - Inyo,10202,Southern Inyo Hospital,BLD-00784,Diagnostics & Treatment Addition,In Service,4,,,2,"Lone Pine
(36.6084147, -118.058331)",1
14 - Inyo,10202,Southern Inyo Hospital,BLD-00785,Patient Room Addition,In Service,4,,,2,"Lone Pine
(36.6084147, -118.058331)",1
14 - Inyo,10202,Southern Inyo Hospital,BLD-00786,Storage Room Addition,In Service,4,,,2,"Lone Pine
(36.6084147, -118.058331)",1
14 - Inyo,10202,Southern Inyo Hospital,BLD-00787,Boiler Room Addition,In Service,4,,,2,"Lone Pine
(36.6084147, -118.058331)",1
14 - Inyo,10202,Southern Inyo Hospital,BLD-00788,Boiler Room 2 Addition,Not an Independent Building,N/A,,,N/A,"Lone Pine
(36.6084147, -118.058331)",1
14 - Inyo,10202,Southern Inyo Hospital,BLD-00789,Laundry Building,No Acute Care - OSHPD Bldg,N/A,,,2,"Lone Pine
(36.6084147, -118.058331)",1
14 - Inyo,10202,Southern Inyo Hospital,BLD-00790,Storage Building,In Service,2,,0.58,2,"Lone Pine
(36.6084147, -118.058331)",1
15 - Kern,17358,Bakersfield Heart Hospital,BLD-00085,Bakersfield Heart Hospital,In Service,5,,,4,"Bakersfield
(35.3854904, -119.0396042)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-00791,Main Hospital / Lobby / Boiler Building,In Service,2,0.48,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-00792,East Wing,In Service,2,0.06,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-00793,Central Plant,In Service,4,,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-00794,Main Hospital West Wing / Business Office,In Service,2,0.44,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-00795,Maternity Wing,In Service,2,0.21,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-00796,Labor & Delivery,In Service,5,,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-00797,Labor & Delivery II,In Service,4s,,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-00798,Main Tower,In Service,4s,,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-00799,New Cath Lab & Surgery,In Service,4,,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-00800,ER Addition,In Service,4,,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-00801,Main Hospital East Wing,In Service,2,0.08,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-03377,Endoscopy Building,In Service,2,,0.31,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-03378,Main Tower - Connecting Corridor,In Service,4s,,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-03379,Laundry / Warehouse Building,No Acute Care - OSHPD Bldg,N/A,,,NYA,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-05215,Entrance Pavilion,In Service,5,,,4,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-05659,Endoscopy Corridor,In Service,2,,0.58,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-05896,Cardiac Rehab,No Acute Care - OSHPD Bldg,N/A,,,NYA,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-05897,Physical Therapy / Regional Human Resources,No Acute Care - OSHPD Bldg,N/A,,,NYA,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,10207,Bakersfield Memorial Hospital,BLD-05902,Ambulance Porte Cochere,In Service,N/A,,,2,"Bakersfield
(35.3920212, -119.0067825)",1
15 - Kern,12765,Delano Regional Medical Center,BLD-01049,Main Building,In Service,2,0.00,,1,"Delano
(35.7621613, -119.238884)",1
15 - Kern,12765,Delano Regional Medical Center,BLD-01050,Radiology Addition,In Service,4,,,1,"Delano
(35.7621613, -119.238884)",1
15 - Kern,12765,Delano Regional Medical Center,BLD-01051,ICU/TCU Facility,In Service,4s,,,1,"Delano
(35.7621613, -119.238884)",1
15 - Kern,12765,Delano Regional Medical Center,BLD-01052,Med Gases Ancillary,In Service,4,,,1,"Delano
(35.7621613, -119.238884)",1
15 - Kern,12765,Delano Regional Medical Center,BLD-01053,Med Gases,Equipment Yard,N/A,,,1,"Delano
(35.7621613, -119.238884)",1
15 - Kern,10219,Good Samaritan Hospital,BLD-00811,Original Hospital & Additions,In Service,2,0.02,,1,"Bakersfield
(35.4117165, -119.0397263)",1
15 - Kern,10219,Good Samaritan Hospital,BLD-00812,Pediatrics Wing & Additions,In Service,2,,0.19,1,"Bakersfield
(35.4117165, -119.0397263)",1
15 - Kern,10219,Good Samaritan Hospital,BLD-00813,Patient Wing,In Service,2,,0.14,1,"Bakersfield
(35.4117165, -119.0397263)",1
15 - Kern,10219,Good Samaritan Hospital,BLD-00814,Intensive Care Unit Addition,In Service,4,,,1,"Bakersfield
(35.4117165, -119.0397263)",1
15 - Kern,16245,Healthsouth Bakersfield Rehabilitation Hospital,BLD-00281,East Building,In Service,4,,,2,"Bakersfield
(35.3673248, -119.0574265)",1
15 - Kern,16245,Healthsouth Bakersfield Rehabilitation Hospital,BLD-00282,West Building,In Service,4,,,2,"Bakersfield
(35.3673248, -119.0574265)",1
15 - Kern,16245,Healthsouth Bakersfield Rehabilitation Hospital,BLD-05565,20 Bed Addition,Under Construction,5s,,,NYA,"Bakersfield
(35.3673248, -119.0574265)",1
15 - Kern,16245,Healthsouth Bakersfield Rehabilitation Hospital,BLD-05566,Emergency Power Generator,Equipment Yard,N/A,,,NYA,"Bakersfield
(35.3673248, -119.0574265)",1
15 - Kern,16245,Healthsouth Bakersfield Rehabilitation Hospital,BLD-05567,Bulk Oxygen Enclosure,Equipment Yard,N/A,,,NYA,"Bakersfield
(35.3673248, -119.0574265)",1
15 - Kern,10208,Kern Medical Center,BLD-00803,Wing B/C - North,In Service,2,0.57,,2,"Bakersfield
(35.3832321, -118.9699707)",1
15 - Kern,10208,Kern Medical Center,BLD-00804,Wing D,In Service,5s,,,2,"Bakersfield
(35.3832321, -118.9699707)",1
15 - Kern,10208,Kern Medical Center,BLD-00805,Wing E,In Service,5s,,,2,"Bakersfield
(35.3832321, -118.9699707)",1
15 - Kern,10208,Kern Medical Center,BLD-00806,Infill at E Wing,In Service,5,,,2,"Bakersfield
(35.3832321, -118.9699707)",1
15 - Kern,10208,Kern Medical Center,BLD-00807,Wing G / Laundry / Boiler Room,In Service,1,,13.39,2,"Bakersfield
(35.3832321, -118.9699707)",1
15 - Kern,10208,Kern Medical Center,BLD-00808,Wing G/Dietary,In Service,2,0.61,,2,"Bakersfield
(35.3832321, -118.9699707)",1
15 - Kern,10208,Kern Medical Center,BLD-00809,Central Utilities Plant,In Service,5,,,4,"Bakersfield
(35.3832321, -118.9699707)",1
15 - Kern,10208,Kern Medical Center,BLD-03806,Wing B/C - South,In Service,2,0.31,,2,"Bakersfield
(35.3832321, -118.9699707)",1
15 - Kern,10210,Kern Valley Healthcare District,BLD-00810,Main Hospital Building,In Service,2,0.35,,2,"Lake Isabella
(35.6352992, -118.406351)",1
15 - Kern,10210,Kern Valley Healthcare District,BLD-02964,Central Plant Addition,In Service,4s,,,2,"Lake Isabella
(35.6352992, -118.406351)",1
15 - Kern,10210,Kern Valley Healthcare District,BLD-02965,Surgical Suite Addition,In Service,4s,,,2,"Lake Isabella
(35.6352992, -118.406351)",1
15 - Kern,10210,Kern Valley Healthcare District,BLD-02966,Service Facility Addition,In Service,4s,,,2,"Lake Isabella
(35.6352992, -118.406351)",1
15 - Kern,10210,Kern Valley Healthcare District,BLD-02967,Skilled Nursing Addition,In Service,4s,,,2,"Lake Isabella
(35.6352992, -118.406351)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-00827,Main Wing/Courtyard Infill,In Service,2,2.44,0.49,2,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-00828,Addition to the Main Wing,In Service,4s,,,2,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-00829,Patient Tower (T & D Stair No. 3),In Service,4s,,,2,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-00830,Treatment and Diagnostic Building (Central Plant and Emergency Generator Enclosure),In Service,4s,,,2,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-00831,T & D Admitting Wing (Boiler Building and Mezzanine),In Service,2,5.43,,2,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-00832,T & D Stair No. 1 (Laundry Building),In Service,2,0.10,,2,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-00833,T & D Stair No. 2 (Treatment and Diagnostic Building),In Service,4s,,,2,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-00834,T & D Stair No. 3 (T & D Stair No. 4),In Service,4s,,,2,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-00835,T & D Stair No. 4 (Patient Tower),In Service,4s,,,2,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-00836,Boiler Building and Mezzanine (T&D Stair Number 1),In Service,4s,,,2,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-00837,Central Plant and Emergency Generator Enclosure (T&D Admitting Wing),In Service,4s,,,2,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-00838,Laundry Building,Not an Independent Building,N/A,,,N/A,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-02905,Main Hospital Bldg 1 Old River Road,Not an Independent Building,N/A,,,N/A,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-02906,Main Hospital Bldg 2 Old River Road,Not an Independent Building,N/A,,,N/A,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,10214,Mercy Hospital - Bakersfield,BLD-05203,Boiler Building and Mezzanine (T&D Stair Number 2),In Service,4s,,,2,"Bakersfield
(35.372791, -119.027611)",1
15 - Kern,17632,Mercy Southwest Hospital,BLD-02623,Main Hospital Building 1,In Service,4,,,2,"Bakersfield
(35.3514481, -119.1124039)",1
15 - Kern,17632,Mercy Southwest Hospital,BLD-02624,Main Hospital Building 2,In Service,4,,,2,"Bakersfield
(35.3514481, -119.1124039)",1
15 - Kern,17632,Mercy Southwest Hospital,BLD-05786,MRI Modular Building,Outpatient Only,N/A,,,NYA,"Bakersfield
(35.3514481, -119.1124039)",1
15 - Kern,10220,Ridgecrest Regional Hospital,BLD-00815,Main Core,In Service,2,0.18,,2,"Ridgecrest
(35.6408501, -117.6711655)",1
15 - Kern,10220,Ridgecrest Regional Hospital,BLD-00817,B Wing,In Service,2,0.18,,2,"Ridgecrest
(35.6408501, -117.6711655)",1
15 - Kern,10220,Ridgecrest Regional Hospital,BLD-00818,C Wing,In Service,2,0.18,,2,"Ridgecrest
(35.6408501, -117.6711655)",1
15 - Kern,10220,Ridgecrest Regional Hospital,BLD-00819,ICU Addition,In Service,4,,,2,"Ridgecrest
(35.6408501, -117.6711655)",1
15 - Kern,10220,Ridgecrest Regional Hospital,BLD-00820,D Wing,In Service,4,,,2,"Ridgecrest
(35.6408501, -117.6711655)",1
15 - Kern,10220,Ridgecrest Regional Hospital,BLD-00821,E Wing,In Service,4,,,2,"Ridgecrest
(35.6408501, -117.6711655)",1
15 - Kern,10220,Ridgecrest Regional Hospital,BLD-03483,Addition to Existing Hospital,In Service,5s,,,2,"Ridgecrest
(35.6408501, -117.6711655)",1
15 - Kern,10220,Ridgecrest Regional Hospital,BLD-03619,Cafeteria / Dining Expansion,In Service,5s,,,2,"Ridgecrest
(35.6408501, -117.6711655)",1
15 - Kern,12881,San Joaquin Community Hospital,BLD-00948,Original Building (Main Hospital),In Service,2,,,3,"Bakersfield
(35.3833771, -119.0196991)",1
15 - Kern,12881,San Joaquin Community Hospital,BLD-00949,Emergency Department Addition,In Service,5,,,3,"Bakersfield
(35.3833771, -119.0196991)",1
15 - Kern,12881,San Joaquin Community Hospital,BLD-00951,Emergency Generator Enclosure,In Service,4,,,3,"Bakersfield
(35.3833771, -119.0196991)",1
15 - Kern,12881,San Joaquin Community Hospital,BLD-00952,Fire Pump Enclosure,In Service,5,,,3,"Bakersfield
(35.3833771, -119.0196991)",1
15 - Kern,12881,San Joaquin Community Hospital,BLD-00953,Bulk Medical Storage Facility,Equipment Yard,N/A,,,2,"Bakersfield
(35.3833771, -119.0196991)",1
15 - Kern,10226,Tehachapi Hospital,BLD-00016,1953 Original Hospital Building,In Service,1,,,1,"Tehachapi
(35.1300341, -118.4482887)",1
15 - Kern,18202,Tehachapi Hospital,BLD-03237,Main Entrance Building,Under Construction,5s,,,NYA,"Tehachapi
(35.144952, -118.450265)",1
15 - Kern,18202,Tehachapi Hospital,BLD-05541,Medical / Surgical Facility Building,Under Construction,5s,,,NYA,"Tehachapi
(35.144952, -118.450265)",1
15 - Kern,18202,Tehachapi Hospital,BLD-05542,Obstetrical Facilities Building,Under Construction,5s,,,NYA,"Tehachapi
(35.144952, -118.450265)",1
15 - Kern,18202,Tehachapi Hospital,BLD-05543,D & T Building,Under Construction,5s,,,NYA,"Tehachapi
(35.144952, -118.450265)",1
15 - Kern,18202,Tehachapi Hospital,BLD-05544,Main Entrance Canopy,Under Construction,5s,,,NYA,"Tehachapi
(35.144952, -118.450265)",1
15 - Kern,18202,Tehachapi Hospital,BLD-05545,ED Canopy,Under Construction,5s,,,NYA,"Tehachapi
(35.144952, -118.450265)",1
15 - Kern,18202,Tehachapi Hospital,BLD-05546,CT Trailer Canopy,Under Construction,5s,,,NYA,"Tehachapi
(35.144952, -118.450265)",1
15 - Kern,18202,Tehachapi Hospital,BLD-05547,Water Tank,Under Construction,N/A,,,NYA,"Tehachapi
(35.144952, -118.450265)",1
16 - Kings,18194,Adventist Medical Center,BLD-05346,Main Hospital - West Wing,In Service,5,,,4,"Hanford
(36.3257146, -119.6683987)",1
16 - Kings,18194,Adventist Medical Center,BLD-05347,Main Hospital - East Wing,In Service,5,,,4,"Hanford
(36.3257146, -119.6683987)",1
16 - Kings,18194,Adventist Medical Center,BLD-05570,Womens Center,Under Construction,5s,,,NYA,"Hanford
(36.3257146, -119.6683987)",1
16 - Kings,18194,Adventist Medical Center,BLD-05571,Energy Center,Under Construction,5s,,,NYA,"Hanford
(36.3257146, -119.6683987)",1
16 - Kings,10242,Central Valley General Hospital,BLD-00430,Main Building,In Service,2,0.73,,2,"Hanford
(36.3359985, -119.6453094)",1
16 - Kings,10242,Central Valley General Hospital,BLD-03070,1950 Building,In Service,1,4.51,,2,"Hanford
(36.3359985, -119.6453094)",1
17 - Lake,10247,St. Helena Hospital Clearlake,BLD-00431,East Wing,In Service,2,0.02,,2,"Clearlake
(38.9361919, -122.6202428)",1
17 - Lake,10247,St. Helena Hospital Clearlake,BLD-00432,West Wing,In Service,4,,,2,"Clearlake
(38.9361919, -122.6202428)",1
17 - Lake,10247,St. Helena Hospital Clearlake,BLD-00433,Emergency Room,In Service,4,,,2,"Clearlake
(38.9361919, -122.6202428)",1
17 - Lake,10247,St. Helena Hospital Clearlake,BLD-00434,Central Supply/Maintenance,In Service,4,,,2,"Clearlake
(38.9361919, -122.6202428)",1
17 - Lake,10247,St. Helena Hospital Clearlake,BLD-05509,Chiller Platform,Not a Building Structure,N/A,,,2,"Clearlake
(38.9361919, -122.6202428)",1
17 - Lake,14345,Sutter Lakeside Hospital,BLD-00268,Main Hospital,In Service,4,,,2,"Lakeport
(39.1048164, -122.9068604)",1
17 - Lake,14345,Sutter Lakeside Hospital,BLD-00269,Hospital Addition,In Service,4,,,2,"Lakeport
(39.1048164, -122.9068604)",1
17 - Lake,14345,Sutter Lakeside Hospital,BLD-00270,CT Scanner,In Service,4,,,2,"Lakeport
(39.1048164, -122.9068604)",1
17 - Lake,14345,Sutter Lakeside Hospital,BLD-02981,Conference Room,In Service,4s,,,2,"Lakeport
(39.1048164, -122.9068604)",1
17 - Lake,14345,Sutter Lakeside Hospital,BLD-02982,LDRP Addition,In Service,4,,,2,"Lakeport
(39.1048164, -122.9068604)",1
17 - Lake,14345,Sutter Lakeside Hospital,BLD-03052,Purchasing Building,No Acute Care - OSHPD Bldg,N/A,,,2,"Lakeport
(39.1048164, -122.9068604)",1
17 - Lake,14345,Sutter Lakeside Hospital,BLD-03558,Surgery & Emergency Department,In Service,5,,,4,"Lakeport
(39.1048164, -122.9068604)",1
18 - Lassen,17940,Banner Lassen Medical Center,BLD-05185,Main Building,In Service,5s,,,NYA,"Susanville
(40.4362373, -120.6272659)",1
19 - Los Angeles,11386,Alhambra Hospital Medical Center,BLD-00722,Hospital,In Service,2,0.41,1.23,2,"Alhambra
(34.0904846, -118.1440964)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00737,Original Hospital,In Service,1,,8.13,2,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00738,Storeroom Addition,In Service,4,,,2,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00739,East Wing Addition,In Service,1,,4.23,2,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00740,Dining Room Addition,In Service,2,,1.07,2,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00741,Cobalt Addition,In Service,2,,0.58,2,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00742,Hospital Addition,In Service,4s,,,2,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00743,Central Plant,In Service,4s,,,2,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00744,Emergency Room Addition,Not an Independent Building,N/A,,,NYA,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00745,Storage Building,In Service,4,,,2,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00746,Hospital Tower Addition,In Service,3,,,2,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00747,Central Plant Addition,In Service,4,,,2,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00748,Entrance Addition,Not an Independent Building,N/A,,,N/A,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00749,Kitchen and Dining Additions (west side addition),Not an Independent Building,N/A,,,N/A,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00750,Storeroom & Dock Addition,Not an Independent Building,N/A,,,N/A,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-02621,Kitchen Addition,In Service,4s,,,2,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-02804,New Women's and Children's Hospital,In Service,5,,,4,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-02805,New WCH Central Plant,In Service,5s,,,NYA,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-03486,Northeast Canopy,In Service,4,,,2,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-05484,Kitchen and Dining Additions (east side addition),Not an Independent Building,N/A,,,NYA,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-05708,New Women's and Children's Hospital Canopy,In Service,5,,,4,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-05709,New Women's and Children's Hospital Electrical Room,In Service,5,,,4,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-05711,New Women's and Children's Hospital LOX Tank,Equipment Yard,N/A,,,NYA,"Lancaster
(34.6877708, -118.1579819)",1
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-00730,Outpatient Clinic & Lab Addition,In Service,4,,,2,"Los Angeles
(34.0754242, -118.2474213)",1
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-00731,Dining/Kitchen Building & Additions (1902),In Service,1,,1.40,2,"Los Angeles
(34.0754242, -118.2474213)",1
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-00732,1927 Addition (Original Building),In Service,1,,14.57,2,"Los Angeles
(34.0754242, -118.2474213)",1
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-00733,"1974 Addition ""A""",In Service,1,,11.90,2,"Los Angeles
(34.0754242, -118.2474213)",1
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-02707,"1974 Addition ""B""",In Service,1,,18.00,2,"Los Angeles
(34.0754242, -118.2474213)",1
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-02708,"1974 Addition ""C""",In Service,1,,11.90,2,"Los Angeles
(34.0754242, -118.2474213)",1
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-03010,Outpatient Clinic & Lab Addition,In Service,4,,,2,"Los Angeles
(34.0754242, -118.2474213)",1
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-03048,Barlow Respiratory Hospital,Under Construction,5s,,,NYA,"Los Angeles
(34.0754242, -118.2474213)",1
19 - Los Angeles,11428,Bellflower Medical Center,BLD-00049,Bellflower Medical Center - Building 1,In Service,2,,0.73,1,"Bellflower
(33.874352, -118.129448)",1
19 - Los Angeles,11428,Bellflower Medical Center,BLD-03011,Building 2,In Service,2,0.56,,1,"Bellflower
(33.874352, -118.129448)",1
19 - Los Angeles,11428,Bellflower Medical Center,BLD-03012,Building 3,Not an Independent Building,N/A,,,NYA,"Bellflower
(33.874352, -118.129448)",1
19 - Los Angeles,11428,Bellflower Medical Center,BLD-05348,Bellflower Medical Center - Building 1 - South,In Service,2,,0.62,1,"Bellflower
(33.874352, -118.129448)",1
19 - Los Angeles,11428,Bellflower Medical Center,BLD-05349,Bellflower Medical Center - Building 1 - North,In Service,2,,1.13,1,"Bellflower
(33.874352, -118.129448)",1
19 - Los Angeles,11441,Beverly Hospital,BLD-00613,Service Building & Additions (Block I),In Service,1,,5.91,2,"Montebello
(34.0150566, -118.1006393)",1
19 - Los Angeles,11441,Beverly Hospital,BLD-00614,Home Health (Block II) Nursing & Lab,In Service,2,1.14,0.85,2,"Montebello
(34.0150566, -118.1006393)",1
19 - Los Angeles,11441,Beverly Hospital,BLD-00615,Nursing Administration (Block III),In Service,2,,0.10,2,"Montebello
(34.0150566, -118.1006393)",1
19 - Los Angeles,11441,Beverly Hospital,BLD-00616,Accounting & Respiratory Therapy (IV),In Service,2,,0.10,2,"Montebello
(34.0150566, -118.1006393)",1
19 - Los Angeles,11441,Beverly Hospital,BLD-00617,Emerson Wing - Nursing Unit (V),Not an Independent Building,N/A,,,N/A,"Montebello
(34.0150566, -118.1006393)",1
19 - Los Angeles,11441,Beverly Hospital,BLD-00618,Main Building North (Block VI),In Service,2,,0.85,2,"Montebello
(34.0150566, -118.1006393)",1
19 - Los Angeles,11441,Beverly Hospital,BLD-00619,Canopy (Block VII),In Service,4,,,2,"Montebello
(34.0150566, -118.1006393)",1
19 - Los Angeles,11441,Beverly Hospital,BLD-00620,OB Addition (Block VIII),In Service,4,,,2,"Montebello
(34.0150566, -118.1006393)",1
19 - Los Angeles,11441,Beverly Hospital,BLD-00621,MRI Facility (Block IX),In Service,5,,,2,"Montebello
(34.0150566, -118.1006393)",1
19 - Los Angeles,11441,Beverly Hospital,BLD-03872,Main/Utility/Tower (Block VI),In Service,1,15.48,12.12,2,"Montebello
(34.0150566, -118.1006393)",1
19 - Los Angeles,11441,Beverly Hospital,BLD-05504,Central Plant and Ambulance Area,In Service,5,,,NYA,"Montebello
(34.0150566, -118.1006393)",1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00622,Tibbitts Tower A,In Service,3,,,2,"Los Angeles
(34.0371506, -118.2654666)",1
